COM,PMUN,PCAP,PTOT
Morgny-en-Thiérache,89,3,92
Morsain,444,9,453
Mortefontaine,233,5,238
Mortiers,187,1,188
Moulins,76,1,77
Moussy-Verneuil,123,1,124
Moÿ-de-l'Aisne,975,18,993
Muret-et-Crouttes,119,8,127
Muscourt,52,1,53
Nampcelles-la-Cour,118,4,122
Nampteuil-sous-Muret,103,1,104
Nanteuil-la-Fosse,193,1,194
Nanteuil-Notre-Dame,62,0,62
Nauroy,703,9,712
Nesles-la-Montagne,1230,35,1265
Neufchâtel-sur-Aisne,423,7,430
Neuflieux,91,2,93
Neuilly-Saint-Front,2078,34,2112
Neuve-Maison,611,14,625
La Neuville-Bosmont,187,2,189
La Neuville-en-Beine,197,3,200
La Neuville-Housset,67,2,69
La Neuville-lès-Dorengt,380,6,386
Neuville-Saint-Amand,842,20,862
Neuville-sur-Ailette,105,2,107
Neuville-sur-Margival,117,0,117
Neuvillette,186,9,195
Nizy-le-Comte,244,4,248
Nogent-l'Artaud,2167,47,2214
Nogentel,1012,23,1035
Noircourt,81,0,81
Noroy-sur-Ourcq,130,0,130
Le Nouvion-en-Thiérache,2602,28,2630
Nouvion-et-Catillon,474,4,478
Nouvion-le-Comte,249,9,258
Nouvion-le-Vineux,165,3,168
Nouvron-Vingré,225,2,227
Noyales,167,3,170
Noyant-et-Aconin,502,5,507
Ognes,1113,22,1135
Ohis,303,8,311
Oigny-en-Valois,155,4,159
Oisy,466,3,469
Ollezy,184,0,184
Omissy,714,81,795
Orainville,507,9,516
Orgeval,66,2,68
Origny-en-Thiérache,1453,28,1481
Origny-Sainte-Benoite,1685,16,1701
Osly-Courtil,326,8,334
Ostel,80,1,81
Oulches-la-Vallée-Foulon,85,1,86
Oulchy-la-Ville,122,9,131
Oulchy-le-Château,823,10,833
Paars,314,1,315
Paissy,75,2,77
Pancy-Courtecon,56,2,58
Papleux,128,0,128
Parcy-et-Tigny,256,7,263
Parfondeval,142,6,148
Parfondru,352,7,359
Pargnan,74,3,77
Pargny-Filain,259,0,259
Pargny-la-Dhuys,170,4,174
Pargny-les-Bois,131,1,132
Parpeville,189,6,195
Pasly,1019,20,1039
Passy-en-Valois,148,7,155
Passy-sur-Marne,126,2,128
Pavant,781,15,796
Pernant,650,22,672
Petit-Verly,149,0,149
Pierremande,279,2,281
Pierrepont,370,6,376
Pignicourt,197,2,199
Pinon,1765,15,1780
Pithon,83,1,84
Pleine-Selve,172,4,176
Le Plessier-Huleu,71,3,74
Ploisy,77,2,79
Plomion,462,2,464
Ployart-et-Vaurseine,21,0,21
Pommiers,688,11,699
Pont-Arcy,127,1,128
Pont-Saint-Mard,205,3,208
Pontavert,610,9,619
Pontru,251,10,261
Pontruet,344,5,349
Pouilly-sur-Serre,502,3,505
Prémont,700,13,713
Prémontré,661,0,661
Presles-et-Boves,360,9,369
Presles-et-Thierny,385,15,400
Priez,52,0,52
Prisces,103,3,106
Proisy,274,65,339
Proix,144,2,146
Prouvais,319,7,326
Proviseux-et-Plesnoy,120,3,123
Puiseux-en-Retz,214,6,220
Puisieux-et-Clanlieu,289,9,298
Quierzy,420,6,426
Quincy-Basse,60,1,61
Quincy-sous-le-Mont,61,0,61
Raillimont,79,4,83
Ramicourt,150,5,155
Regny,201,5,206
Remaucourt,299,10,309
Remies,235,1,236
Remigny,351,8,359
Renansart,164,4,168
Renneval,113,3,116
Résigny,186,1,187
Ressons-le-Long,772,8,780
Retheuil,359,13,372
Reuilly-Sauvigny,201,9,210
Ribeauville,63,0,63
Ribemont,1982,27,2009
Rocourt-Saint-Martin,289,4,293
Rocquigny,361,5,366
Rogécourt,105,1,106
Rogny,112,1,113
Romeny-sur-Marne,504,13,517
Romery,82,1,83
Ronchères,112,3,115
Roucy,394,11,405
Rougeries,243,4,247
Roupy,230,7,237
Rouvroy,510,12,522
Rouvroy-sur-Serre,39,2,41
Royaucourt-et-Chailvet,252,3,255
Rozet-Saint-Albin,309,11,320
Rozières-sur-Crise,227,5,232
Rozoy-Bellevalle,116,3,119
Rozoy-sur-Serre,1007,15,1022
Saconin-et-Breuil,228,7,235
Sains-Richaumont,1043,20,1063
Saint-Algis,156,0,156
Saint-Aubin,291,5,296
Saint-Bandry,267,4,271
Saint-Christophe-à-Berry,447,5,452
Saint-Clément,50,0,50
Saint-Erme-Outre-et-Ramecourt,1726,37,1763
Saint-Eugène,244,2,246
Saint-Gengoulph,148,4,152
Saint-Gobain,2282,38,2320
Saint-Gobert,267,5,272
Saint-Mard,112,3,115
Saint-Martin-Rivière,115,3,118
Saint-Michel,3417,58,3475
Saint-Nicolas-aux-Bois,119,1,120
Saint-Paul-aux-Bois,389,4,393
Saint-Pierre-Aigle,334,9,343
Saint-Pierre-lès-Franqueville,53,2,55
Saint-Pierremont,43,1,44
Saint-Quentin,53816,1282,55098
Saint-Rémy-Blanzy,219,3,222
Saint-Simon,635,8,643
Saint-Thibaut,78,0,78
Saint-Thomas,80,4,84
Sainte-Croix,130,1,131
Sainte-Geneviève,71,0,71
Sainte-Preuve,82,1,83
Samoussy,387,4,391
Sancy-les-Cheminots,100,2,102
Saponay,289,5,294
Saulchery,724,8,732
Savy,609,22,631
Seboncourt,1097,12,1109
Selens,250,4,254
La Selve,217,6,223
Septmonts,560,11,571
Les Septvallons,1180,20,1200
Septvaux,179,0,179
Sequehart,209,8,217
Serain,405,9,414
Seraucourt-le-Grand,769,17,786
Serches,309,7,316
Sergy,151,3,154
Seringes-et-Nesles,276,4,280
Sermoise,349,2,351
Servais,287,6,293
Serval,52,2,54
Séry-lès-Mézières,576,11,587
Silly-la-Poterie,126,2,128
Sinceny,2040,42,2082
Sissonne,2055,78,2133
Sissy,476,2,478
Soissons,28530,646,29176
Soize,101,1,102
Sommelans,61,1,62
Sommeron,142,9,151
Sommette-Eaucourt,193,1,194
Sons-et-Ronchères,240,0,240
Sorbais,274,4,278
Soucy,97,1,98
Soupir,273,6,279
Le Sourd,168,2,170
Surfontaine,102,0,102
Taillefontaine,276,6,282
Tannières,16,0,16
Tartiers,166,5,171
Tavaux-et-Pontséricourt,569,12,581
Tergnier,13456,186,13642
Terny-Sorny,330,6,336
Thenailles,220,7,227
Thenelles,550,5,555
Thiernu,102,0,102
Le Thuel,168,1,169
Torcy-en-Valois,73,2,75
Toulis-et-Attencourt,128,2,130
Travecy,670,9,679
Trefcon,85,0,85
Trélou-sur-Marne,948,19,967
Troësnes,224,7,231
Trosly-Loire,613,11,624
Trucy,145,3,148
Tugny-et-Pont,275,4,279
Tupigny,335,3,338
Ugny-le-Gay,182,2,184
Urcel,585,9,594
Urvillers,659,11,670
Vadencourt,540,9,549
Vailly-sur-Aisne,2003,37,2040
La Vallée-au-Blé,365,3,368
La Vallée-Mulâtre,148,3,151
Vallées en Champagne,570,5,575
Variscourt,197,4,201
Vassens,151,5,156
Vasseny,215,4,219
Vassogne,87,3,90
Vaucelles-et-Beffecourt,265,9,274
Vaudesson,238,6,244
Vaux-Andigny,923,13,936
Vaux-en-Vermandois,153,1,154
Vauxaillon,540,6,546
Vauxbuin,786,20,806
Vauxrezis,324,3,327
Vauxtin,39,0,39
Vendelles,117,1,118
Vendeuil,951,12,963
Vendhuile,556,12,568
Vendières,160,8,168
Vendresse-Beaulne,102,1,103
Vénérolles,223,3,226
Venizel,1378,17,1395
Verdilly,461,16,477
Le Verguier,219,2,221
Vermand,1092,31,1123
Verneuil-sous-Coucy,129,3,132
Verneuil-sur-Serre,254,2,256
Versigny,468,7,475
Vervins,2552,108,2660
Vesles-et-Caumont,231,3,234
Veslud,242,6,248
Veuilly-la-Poterie,155,7,162
Vézaponin,125,1,126
Vézilly,185,4,189
Vic-sur-Aisne,1645,31,1676
Vichel-Nanteuil,87,0,87
Viel-Arcy,179,1,180
Viels-Maisons,1234,13,1247
Vierzy,435,10,445
Viffort,320,5,325
Vigneux-Hocquet,268,3,271
La Ville-aux-Bois-lès-Dizy,207,0,207
La Ville-aux-Bois-lès-Pontavert,143,5,148
Ville-Savoye,82,1,83
Villemontoire,186,3,189
Villeneuve-Saint-Germain,2490,43,2533
Villeneuve-sur-Aisne,2704,36,2740
Villeneuve-sur-Fère,285,6,291
Villequier-Aumont,646,25,671
Villeret,300,6,306
Villers-Agron-Aiguizy,74,3,77
Villers-Cotterêts,10872,437,11309
Villers-Hélon,217,6,223
Villers-le-Sec,267,8,275
Villers-lès-Guise,169,1,170
Villers-Saint-Christophe,435,12,447
Villers-sur-Fère,527,6,533
Villiers-Saint-Denis,1127,11,1138
Vincy-Reuil-et-Magny,117,1,118
Viry-Noureuil,1695,48,1743
Vivaise,698,21,719
Vivières,394,12,406
Voharies,73,0,73
Vorges,370,8,378
Voulpaix,372,7,379
Voyenne,324,2,326
Vregny,93,0,93
Vuillery,43,1,44
Wassigny,959,16,975
Watigny,379,6,385
Wiège-Faty,200,5,205
Wimy,487,7,494
Wissignicourt,167,6,173
Œuilly,290,3,293
Abrest,2931,47,2978
Agonges,309,14,323
Ainay-le-Château,994,26,1020
Andelaroche,258,7,265
Archignat,336,4,340
Arfeuilles,648,17,665
Arpheuilles-Saint-Priest,356,7,363
Arronnes,374,14,388
Aubigny,139,29,168
Audes,433,14,447
Aurouër,413,9,422
Autry-Issards,325,6,331
Avermes,3966,98,4064
Avrilly,135,3,138
Bagneux,321,10,331
Barberier,143,2,145
Barrais-Bussolles,192,6,198
Bayet,698,14,712
Beaulon,1651,24,1675
Beaune-d'Allier,291,7,298
Bègues,227,2,229
Bellenaves,1020,19,1039
Bellerive-sur-Allier,8500,263,8763
Bert,243,6,249
Bessay-sur-Allier,1335,30,1365
Besson,768,18,786
Bézenet,948,23,971
Billezois,379,9,388
Billy,781,12,793
Biozat,845,15,860
Bizeneuille,294,9,303
Blomard,247,3,250
Bost,188,4,192
Boucé,508,12,520
Le Bouchaud,214,4,218
Bourbon-l'Archambault,2559,73,2632
Braize,257,3,260
Bransat,512,7,519
Bresnay,383,7,390
Bressolles,1113,28,1141
Le Brethon,325,12,337
Le Breuil,532,17,549
Broût-Vernet,1169,75,1244
Brugheas,1484,33,1517
Busset,910,20,930
Buxières-les-Mines,1058,30,1088
La Celle,413,10,423
Cérilly,1311,24,1335
Cesset,416,10,426
La Chabanne,186,11,197
Chambérat,305,6,311
Chamblet,1097,29,1126
Chantelle,1077,23,1100
Chapeau,232,6,238
La Chapelaude,1007,15,1022
La Chapelle,370,13,383
La Chapelle-aux-Chasses,210,3,213
Chappes,229,6,235
Chareil-Cintrat,358,7,365
Charmeil,983,16,999
Charmes,398,6,404
Charroux,362,8,370
Chassenard,989,21,1010
Château-sur-Allier,179,2,181
Châtel-de-Neuvre,542,9,551
Châtel-Montagne,347,5,352
Châtelperron,146,4,150
Châtelus,108,1,109
Châtillon,314,6,320
Chavenon,134,1,135
Chavroches,247,3,250
Chazemais,495,12,507
Chemilly,639,12,651
Chevagnes,663,16,679
Chezelle,175,2,177
Chézy,243,5,248
Chirat-l'Église,128,3,131
Chouvigny,227,8,235
Cindré,301,8,309
Cognat-Lyonne,694,10,704
Colombier,332,12,344
Commentry,6239,188,6427
Contigny,592,12,604
Cosne-d'Allier,2039,34,2073
Coulandon,650,62,712
Coulanges,354,3,357
Couleuvre,581,7,588
Courçais,325,2,327
Coutansouze,154,1,155
Couzon,299,8,307
Créchy,455,9,464
Cressanges,626,15,641
Creuzier-le-Neuf,1166,26,1192
Creuzier-le-Vieux,3304,101,3405
Cusset,12661,481,13142
Deneuille-lès-Chantelle,81,2,83
Deneuille-les-Mines,362,9,371
Désertines,4422,86,4508
Deux-Chaises,392,9,401
Diou,1398,25,1423
Domérat,8780,166,8946
Dompierre-sur-Besbre,3040,57,3097
Le Donjon,1069,27,1096
Doyet,1183,31,1214
Droiturier,336,7,343
Durdat-Larequille,1328,118,1446
Ébreuil,1265,29,1294
Échassières,385,7,392
Escurolles,775,32,807
Espinasse-Vozelle,991,27,1018
Estivareilles,1103,16,1119
Étroussat,655,9,664
Ferrières-sur-Sichon,552,17,569
La Ferté-Hauterive,296,10,306
Fleuriel,335,4,339
Fourilles,195,5,200
Franchesse,471,12,483
Gannat,5832,200,6032
Gannay-sur-Loire,409,4,413
Garnat-sur-Engièvre,705,12,717
Gennetines,670,15,685
Gipcy,238,6,244
Gouise,219,3,222
La Guillermie,127,2,129
Haut-Bocage,888,20,908
Hauterive,1169,14,1183
Hérisson,622,10,632
Huriel,2646,56,2702
Hyds,320,14,334
Isle-et-Bardais,272,6,278
Isserpent,534,13,547
Jaligny-sur-Besbre,575,15,590
Jenzat,508,15,523
Laféline,197,3,200
Lalizolle,380,9,389
Lamaids,222,5,227
Langy,272,6,278
Lapalisse,3123,78,3201
Laprugne,317,11,328
Lavault-Sainte-Anne,1165,33,1198
Lavoine,146,2,148
Lenax,253,5,258
Lételon,106,3,109
Liernolles,213,8,221
Lignerolles,742,13,755
Limoise,156,35,191
Loddes,164,2,166
Loriges,350,9,359
Louchy-Montfand,437,16,453
Louroux-Bourbonnais,211,5,216
Louroux-de-Beaune,165,3,168
Louroux-de-Bouble,239,8,247
Luneau,291,2,293
Lurcy-Lévis,1893,39,1932
Lusigny,1698,54,1752
Magnet,989,17,1006
Malicorne,796,14,810
Marcenat,405,4,409
Marcillat-en-Combraille,905,30,935
Marigny,204,6,210
Mariol,797,19,816
Le Mayet-d'École,269,3,272
Le Mayet-de-Montagne,1383,84,1467
Mazerier,301,5,306
Mazirat,282,4,286
Meaulne-Vitray,889,15,904
Meillard,318,6,324
Meillers,136,6,142
Mercy,261,3,264
Mesples,124,2,126
Molinet,1150,33,1183
Molles,898,26,924
Monestier,282,12,294
Monétay-sur-Allier,524,10,534
Monétay-sur-Loire,264,6,270
Montaigu-le-Blin,302,10,312
Montaiguët-en-Forez,313,8,321
Montbeugny,681,11,692
Montcombroux-les-Mines,313,3,316
Monteignet-sur-l'Andelot,266,1,267
Le Montet,467,4,471
Montilly,508,8,516
Montluçon,35653,1093,36746
Montmarault,1521,23,1544
Montoldre,632,9,641
Montord,215,1,216
Montvicq,720,24,744
Moulins,19664,563,20227
Murat,295,17,312
Nades,153,4,157
Nassigny,182,4,186
Naves,119,2,121
Néris-les-Bains,2553,93,2646
Neuilly-en-Donjon,222,3,225
Neuilly-le-Réal,1456,33,1489
Neure,188,0,188
Neuvy,1595,224,1819
Nizerolles,314,14,328
Noyant-d'Allier,627,16,643
Paray-le-Frésil,389,10,399
Paray-sous-Briailles,633,9,642
Périgny,440,11,451
La Petite-Marche,176,6,182
Pierrefitte-sur-Loire,509,14,523
Le Pin,411,7,418
Poëzat,148,3,151
Pouzy-Mésangy,402,10,412
Prémilhat,2458,49,2507
Quinssaines,1487,25,1512
Reugny,249,3,252
Rocles,380,3,383
Rongères,565,13,578
Ronnet,174,3,177
Saint-Angel,754,35,789
Saint-Aubin-le-Monial,266,8,274
Saint-Bonnet-de-Four,212,4,216
Saint-Bonnet-de-Rochefort,698,14,712
Saint-Bonnet-Tronçais,725,9,734
Saint-Caprais,90,5,95
Saint-Christophe,466,15,481
Saint-Clément,300,7,307
Saint-Désiré,447,9,456
Saint-Didier-en-Donjon,259,4,263
Saint-Didier-la-Forêt,379,8,387
Saint-Éloy-d'Allier,43,0,43
Saint-Ennemond,626,18,644
Saint-Étienne-de-Vicq,526,17,543
Saint-Fargeol,190,5,195
Saint-Félix,315,10,325
Saint-Genest,407,7,414
Saint-Gérand-de-Vaux,381,11,392
Saint-Gérand-le-Puy,993,9,1002
Saint-Germain-de-Salles,425,9,434
Saint-Germain-des-Fossés,3656,66,3722
Saint-Hilaire,543,5,548
Saint-Léger-sur-Vouzance,265,10,275
Saint-Léon,549,11,560
Saint-Léopardin-d'Augy,362,43,405
Saint-Loup,568,14,582
Saint-Marcel-en-Marcillat,136,2,138
Saint-Marcel-en-Murat,124,6,130
Saint-Martin-des-Lais,123,1,124
Saint-Martinien,602,13,615
Saint-Menoux,1045,32,1077
Saint-Nicolas-des-Biefs,171,2,173
Saint-Palais,164,2,166
Saint-Pierre-Laval,357,6,363
Saint-Plaisir,379,11,390
Saint-Pont,656,15,671
Saint-Pourçain-sur-Besbre,418,10,428
Saint-Pourçain-sur-Sioule,5160,120,5280
Saint-Priest-d'Andelot,145,4,149
Saint-Priest-en-Murat,223,7,230
Saint-Prix,796,19,815
Saint-Rémy-en-Rollat,1706,35,1741
Saint-Sauvier,348,3,351
Saint-Sornin,225,4,229
Saint-Victor,2098,39,2137
Saint-Voir,190,7,197
Saint-Yorre,2561,53,2614
Sainte-Thérence,184,7,191
Saligny-sur-Roudon,681,79,760
Sanssat,259,5,264
Saulcet,693,25,718
Saulzet,387,3,390
Sauvagny,89,2,91
Sazeret,148,5,153
Serbannes,820,31,851
Servilly,295,6,301
Seuillet,508,7,515
Sorbier,315,6,321
Souvigny,1828,50,1878
Sussat,101,6,107
Target,254,12,266
Taxat-Senat,196,4,200
Teillet-Argenty,556,10,566
Terjat,196,10,206
Le Theil,404,4,408
Theneuille,365,14,379
Thiel-sur-Acolin,1125,16,1141
Thionne,313,10,323
Tortezais,175,3,178
Toulon-sur-Allier,1135,34,1169
Treban,387,9,396
Treignat,396,8,404
Treteau,519,13,532
Trévol,1625,59,1684
Trézelles,404,13,417
Tronget,897,14,911
Urçay,264,10,274
Ussel-d'Allier,162,1,163
Valignat,77,0,77
Valigny,376,12,388
Vallon-en-Sully,1564,29,1593
Varennes-sur-Allier,3561,72,3633
Varennes-sur-Tèche,245,9,254
Vaumas,538,12,550
Vaux,1121,25,1146
Veauce,38,1,39
Venas,235,8,243
Vendat,2216,58,2274
Verneix,603,11,614
Le Vernet,1941,57,1998
Verneuil-en-Bourbonnais,244,2,246
Vernusse,153,6,159
Le Veurdre,455,10,465
Vichy,24166,357,24523
Vicq,331,6,337
Vieure,279,6,285
Le Vilhain,275,8,283
Villebret,1316,36,1352
Villefranche-d'Allier,1328,43,1371
Villeneuve-sur-Allier,1071,16,1087
Viplaix,300,8,308
Voussac,480,10,490
Ygrande,775,16,791
Yzeure,13088,537,13625
Aiglun,1440,27,1467
Allemagne-en-Provence,539,28,567
Allons,143,2,145
Allos,797,7,804
Angles,68,0,68
Annot,1042,37,1079
Archail,15,0,15
Aubenas-les-Alpes,98,0,98
Aubignosc,592,15,607
Authon,62,0,62
Auzet,98,5,103
Banon,970,15,985
Barcelonnette,2598,202,2800
Barles,134,2,136
Barras,142,4,146
Barrême,432,8,440
Bayons,183,4,187
Beaujeu,130,3,133
Beauvezer,377,7,384
Bellaffaire,144,5,149
Bevons,240,54,294
Beynes,125,9,134
Blieux,60,0,60
Bras-d'Asse,568,10,578
Braux,125,0,125
La Brillanne,1149,15,1164
Brunet,278,6,284
Le Brusquet,958,28,986
Le Caire,71,2,73
Castellane,1524,40,1564
Le Castellard-Mélan,64,1,65
Le Castellet,293,6,299
Castellet-lès-Sausses,137,1,138
Céreste,1199,20,1219
Le Chaffaut-Saint-Jurson,689,114,803
Champtercier,844,20,864
Château-Arnoux-Saint-Auban,5139,109,5248
Châteaufort,28,0,28
Châteauneuf-Miravail,69,0,69
Châteauneuf-Val-Saint-Donat,504,20,524
Châteauredon,73,1,74
Chaudon-Norante,183,2,185
Clamensane,172,3,175
Claret,269,5,274
Clumanc,215,1,216
Colmars,496,5,501
La Condamine-Châtelard,155,4,159
Corbières-en-Provence,1184,32,1216
Cruis,642,5,647
Curbans,575,12,587
Curel,55,1,56
Dauphin,831,13,844
Demandolx,135,3,138
Digne-les-Bains,16460,869,17329
Draix,115,2,117
Enchastrayes,396,12,408
Entrages,104,2,106
Entrepierres,379,12,391
Entrevaux,852,22,874
Entrevennes,168,3,171
L' Escale,1389,35,1424
Esparron-de-Verdon,398,5,403
Estoublon,486,7,493
Faucon-de-Barcelonnette,319,16,335
Faucon-du-Caire,53,1,54
Fontienne,128,2,130
Forcalquier,5018,85,5103
Le Fugeret,200,2,202
Ganagobie,96,0,96
La Garde,89,3,92
Gigors,60,1,61
Gréoux-les-Bains,2634,47,2681
Hautes-Duyes,43,0,43
L' Hospitalet,90,0,90
Jausiers,1130,29,1159
La Javie,404,6,410
Lambruisse,95,5,100
Lardiers,126,3,129
Le Lauzet-Ubaye,186,2,188
Limans,369,10,379
Lurs,382,10,392
Majastres,4,0,4
Malijai,1975,30,2005
Mallefougasse-Augès,327,4,331
Mallemoisson,1046,25,1071
Mane,1349,26,1375
Manosque,22333,659,22992
Marcoux,464,15,479
Méailles,115,2,117
Les Mées,3735,43,3778
Melve,119,2,121
Méolans-Revel,339,8,347
Mézel,656,21,677
Mirabeau,511,10,521
Mison,1128,33,1161
Montagnac-Montpezat,424,11,435
Montclar,414,12,426
Montfort,332,3,335
Montfuron,210,0,210
Montjustin,58,1,59
Montlaux,195,2,197
Montsalier,139,1,140
Moriez,238,1,239
La Motte-du-Caire,560,5,565
Moustiers-Sainte-Marie,709,16,725
La Mure-Argens,325,8,333
Nibles,42,0,42
Niozelles,271,6,277
Noyers-sur-Jabron,524,7,531
Les Omergues,130,3,133
Ongles,372,9,381
Oppedette,52,1,53
Oraison,5882,73,5955
La Palud-sur-Verdon,349,3,352
Peipin,1464,35,1499
Peyroules,240,9,249
Peyruis,2858,49,2907
Piégut,186,4,190
Pierrerue,493,12,505
Pierrevert,3816,122,3938
Pontis,84,3,87
Prads-Haute-Bléone,182,1,183
Puimichel,247,1,248
Puimoisson,723,9,732
Quinson,417,9,426
Redortiers,81,5,86
Reillanne,1675,37,1712
Revest-des-Brousses,268,6,274
Revest-du-Bion,562,5,567
Revest-Saint-Martin,85,1,86
Riez,1856,26,1882
La Robine-sur-Galabre,299,6,305
La Rochegiron,100,3,103
La Rochette,70,0,70
Rougon,110,0,110
Roumoules,746,18,764
Saint-André-les-Alpes,1008,21,1029
Saint-Benoît,149,1,150
Saint-Étienne-les-Orgues,1296,34,1330
Saint-Geniez,96,2,98
Saint-Jacques,78,4,82
Saint-Jeannet,54,1,55
Saint-Julien-d'Asse,212,2,214
Saint-Julien-du-Verdon,144,3,147
Saint-Jurs,138,3,141
Saint-Laurent-du-Verdon,97,4,101
Saint-Lions,49,1,50
Saint-Maime,860,8,868
Saint-Martin-de-Brômes,590,12,602
Saint-Martin-les-Eaux,114,3,117
Saint-Martin-lès-Seyne,14,2,16
Saint-Michel-l'Observatoire,1238,25,1263
Saint-Paul-sur-Ubaye,186,7,193
Saint-Pierre,96,2,98
Saint-Pons,626,12,638
Saint-Vincent-sur-Jabron,191,11,202
Sainte-Croix-à-Lauze,88,1,89
Sainte-Croix-du-Verdon,119,4,123
Sainte-Tulle,3408,78,3486
Salignac,634,21,655
Saumane,118,3,121
Sausses,127,2,129
Selonnet,464,9,473
Senez,167,4,171
Seyne,1362,26,1388
Sigonce,428,11,439
Sigoyer,107,2,109
Simiane-la-Rotonde,596,16,612
Sisteron,7460,237,7697
Soleilhas,100,4,104
Sourribes,179,2,181
Tartonne,135,1,136
Thèze,236,4,240
Thoard,723,18,741
Thorame-Basse,226,3,229
Thorame-Haute,240,6,246
Les Thuiles,397,15,412
Turriers,318,9,327
Ubaye-Serre-Ponçon,741,18,759
Ubraye,92,1,93
Uvernet-Fours,586,14,600
Vachères,283,7,290
Val d'Oronaye,121,1,122
Val-de-Chalvagne,87,3,90
Valavoire,40,0,40
Valbelle,278,7,285
Valensole,3204,59,3263
Valernes,250,6,256
Vaumeilh,262,9,271
Venterol,241,2,243
Verdaches,59,1,60
Vergons,111,0,111
Le Vernet,129,3,132
Villars-Colmars,246,4,250
Villemus,189,5,194
Villeneuve,4196,75,4271
Volonne,1650,37,1687
Volx,3171,75,3246
Abriès-Ristolas,385,8,393
Aiguilles,429,9,438
Ancelle,916,15,931
L' Argentière-la-Bessée,2279,86,2365
Arvieux,365,4,369
Aspremont,358,4,362
Aspres-lès-Corps,104,3,107
Aspres-sur-Buëch,821,10,831
Aubessagne,698,12,710
Avançon,404,9,413
Baratier,603,10,613
Barcillonnette,136,5,141
Barret-sur-Méouge,220,3,223
La Bâtie-Montsaléon,254,1,255
La Bâtie-Neuve,2534,51,2585
La Bâtie-Vieille,342,12,354
La Beaume,154,3,157
Le Bersac,148,0,148
Bréziers,230,3,233
Briançon,11625,325,11950
Buissard,208,7,215
Ceillac,292,3,295
Cervières,188,4,192
Chabestan,129,4,133
Chabottes,825,23,848
Champcella,188,2,190
Champoléon,140,3,143
Chanousse,39,0,39
La Chapelle-en-Valgaudémar,104,3,107
Château-Ville-Vieille,345,10,355
Châteauneuf-d'Oze,28,3,31
Châteauroux-les-Alpes,1197,32,1229
Châteauvieux,490,19,509
Chorges,2973,80,3053
Crévoux,130,3,133
Crots,1075,27,1102
Dévoluy,966,27,993
Embrun,6155,411,6566
Éourres,137,4,141
L' Épine,196,6,202
Esparron,51,0,51
Espinasses,796,10,806
Étoile-Saint-Cyrice,30,2,32
Eygliers,791,12,803
La Fare-en-Champsaur,438,3,441
La Faurie,325,4,329
Forest-Saint-Julien,328,11,339
Fouillouse,243,5,248
Freissinières,210,6,216
La Freissinouse,849,21,870
Furmeyer,163,8,171
Gap,40895,1592,42487
Garde-Colombe,539,9,548
Le Glaizil,166,1,167
La Grave,482,10,492
Guillestre,2344,83,2427
La Haute-Beaume,9,0,9
Jarjayes,450,13,463
Laragne-Montéglin,3511,57,3568
Lardier-et-Valença,332,20,352
Laye,234,7,241
Lazer,359,15,374
Lettret,182,0,182
Manteyer,429,7,436
Méreuil,84,3,87
Molines-en-Queyras,300,5,305
Monêtier-Allemont,283,11,294
Le Monêtier-les-Bains,1056,23,1079
Mont-Dauphin,164,2,166
Montbrand,62,0,62
Montclus,57,4,61
Montgardin,464,5,469
Montgenèvre,456,14,470
Montjay,104,2,106
Montmaur,512,15,527
Montrond,74,1,75
La Motte-en-Champsaur,217,6,223
Moydans,44,2,46
Neffes,748,16,764
Névache,356,11,367
Nossage-et-Bénévent,15,1,16
Le Noyer,292,4,296
Orcières,690,19,709
Orpierre,352,34,386
Les Orres,577,7,584
Oze,106,1,107
Pelleautier,715,25,740
La Piarre,93,2,95
Le Poët,798,21,819
Poligny,296,7,303
Prunières,298,6,304
Puy-Saint-André,462,25,487
Puy-Saint-Eusèbe,138,3,141
