COM,PMUN,PCAP,PTOT
Gelles,977,48,1025
Gerzat,10365,88,10453
Giat,816,39,855
Gignat,239,5,244
Gimeaux,401,5,406
Glaine-Montaigut,572,13,585
La Godivelle,14,0,14
La Goutelle,626,22,648
Gouttières,342,11,353
Grandeyrolles,53,1,54
Grandrif,186,6,192
Grandval,116,3,119
Herment,245,8,253
Heume-l'Église,105,3,108
Isserteaux,414,10,424
Issoire,14822,404,15226
Job,1018,28,1046
Joze,1101,18,1119
Jozerand,554,14,568
Jumeaux,635,13,648
Labessette,62,0,62
Lachaux,280,3,283
Lamontgie,649,8,657
Landogne,238,4,242
Lapeyrouse,551,12,563
Laps,594,14,608
Laqueuille,369,4,373
Larodde,265,7,272
Lastic,109,2,111
Le Vernet-Chaméane,808,64,872
Lempdes,8409,423,8832
Lempty,389,7,396
Lezoux,6152,73,6225
Limons,754,13,767
Lisseuil,122,1,123
Loubeyrat,1342,20,1362
Ludesse,489,6,495
Lussat,917,17,934
Luzillat,1131,18,1149
Madriat,109,3,112
Malauzat,1145,17,1162
Malintrat,1132,22,1154
Manglieu,468,4,472
Manzat,1371,20,1391
Marat,816,12,828
Marcillat,284,5,289
Mareugheol,198,6,204
Maringues,3154,26,3180
Marsac-en-Livradois,1458,45,1503
Marsat,1360,37,1397
Les Martres-d'Artière,2156,22,2178
Les Martres-de-Veyre,3976,56,4032
Martres-sur-Morge,670,8,678
Mauzun,115,4,119
Mayres,200,5,205
Mazaye,723,11,734
Mazoires,98,3,101
Medeyrolles,118,0,118
Meilhaud,496,9,505
Menat,547,12,559
Ménétrol,1635,25,1660
Messeix,1045,40,1085
Mirefleurs,2436,45,2481
Miremont,298,9,307
Moissat,1225,22,1247
Le Monestier,210,3,213
La Monnerie-le-Montel,1722,32,1754
Mons,538,13,551
Mont-Dore,1278,18,1296
Montaigut,987,8,995
Montaigut-le-Blanc,864,14,878
Montcel,504,7,511
Montel-de-Gelat,438,8,446
Montfermy,228,1,229
Montmorin,722,22,744
Montpensier,447,9,456
Montpeyroux,335,15,350
Moriat,366,9,375
Moureuille,363,5,368
Mozac,3878,64,3942
Mur-sur-Allier,3412,74,3486
Murat-le-Quaire,472,16,488
Murol,588,10,598
Nébouzat,836,14,850
Néronde-sur-Dore,514,8,522
Neschers,834,18,852
Neuf-Église,291,7,298
Neuville,382,7,389
Noalhat,247,5,252
Nohanent,2225,36,2261
Nonette-Orsonnette,575,14,589
Novacelles,145,2,147
Olby,795,10,805
Olliergues,752,20,772
Olloix,315,9,324
Olmet,165,5,170
Orbeil,841,28,869
Orcet,2669,38,2707
Orcines,3388,87,3475
Orcival,243,1,244
Orléat,2157,42,2199
Palladuc,549,13,562
Pardines,279,5,284
Parent,859,16,875
Parentignat,523,19,542
Paslières,1513,36,1549
Pérignat-lès-Sarliève,2680,68,2748
Pérignat-sur-Allier,1509,30,1539
Perpezat,432,6,438
Perrier,888,19,907
Peschadoires,2132,64,2196
Peslières,66,0,66
Pessat-Villeneuve,667,5,672
Picherande,347,6,353
Pignols,338,6,344
Pionsat,1087,21,1108
Plauzat,1667,21,1688
Pont-du-Château,11441,295,11736
Pontaumur,645,114,759
Pontgibaud,756,17,773
Pouzol,276,12,288
Les Pradeaux,337,7,344
Prompsat,429,13,442
Prondines,260,9,269
Pulvérières,406,8,414
Puy-Guillaume,2752,44,2796
Puy-Saint-Gulmier,159,4,163
Le Quartier,214,7,221
Queuille,276,6,282
Randan,1573,16,1589
Ravel,727,14,741
Reignat,389,1,390
La Renaudie,123,4,127
Rentières,113,0,113
Riom,19180,819,19999
Ris,765,8,773
La Roche-Blanche,3422,67,3489
Roche-Charles-la-Mayrand,40,0,40
Roche-d'Agoux,105,1,106
La Roche-Noire,618,9,627
Rochefort-Montagne,859,144,1003
Romagnat,7705,177,7882
Royat,4651,126,4777
Saillant,288,1,289
Saint-Agoulin,334,2,336
Saint-Alyre-d'Arlanc,170,4,174
Saint-Alyre-ès-Montagne,126,5,131
Saint-Amant-Roche-Savine,508,28,536
Saint-Amant-Tallende,1743,37,1780
Saint-André-le-Coq,526,3,529
Saint-Angel,427,9,436
Saint-Anthème,698,22,720
Saint-Avit,234,5,239
Saint-Babel,944,15,959
Saint-Beauzire,2180,31,2211
Saint-Bonnet-le-Bourg,163,3,166
Saint-Bonnet-le-Chastel,208,7,215
Saint-Bonnet-lès-Allier,427,6,433
Saint-Bonnet-près-Orcival,487,8,495
Saint-Bonnet-près-Riom,2114,40,2154
Saint-Cirgues-sur-Couze,351,5,356
Saint-Clément-de-Régnat,557,6,563
Saint-Clément-de-Valorgue,231,5,236
Saint-Denis-Combarnazat,223,8,231
Saint-Dier-d'Auvergne,519,22,541
Saint-Diéry,498,11,509
Saint-Donat,206,4,210
Saint-Éloy-la-Glacière,56,0,56
Saint-Éloy-les-Mines,3709,172,3881
Saint-Étienne-des-Champs,142,1,143
Saint-Étienne-sur-Usson,276,3,279
Saint-Ferréol-des-Côtes,544,17,561
Saint-Floret,251,7,258
Saint-Flour,285,3,288
Saint-Gal-sur-Sioule,135,4,139
Saint-Genès-Champanelle,3612,105,3717
Saint-Genès-Champespe,219,7,226
Saint-Genès-du-Retz,483,19,502
Saint-Genès-la-Tourette,180,1,181
Saint-Georges-de-Mons,1955,48,2003
Saint-Georges-sur-Allier,1250,16,1266
Saint-Germain-l'Herm,487,27,514
Saint-Germain-Lembron,1980,37,2017
Saint-Germain-près-Herment,84,1,85
Saint-Gervais-d'Auvergne,1340,120,1460
Saint-Gervais-sous-Meymont,235,6,241
Saint-Gervazy,329,12,341
Saint-Hérent,114,2,116
Saint-Hilaire,161,5,166
Saint-Hilaire-la-Croix,348,3,351
Saint-Hilaire-les-Monges,91,1,92
Saint-Ignat,903,16,919
Saint-Jacques-d'Ambur,276,6,282
Saint-Jean-d'Heurs,659,6,665
Saint-Jean-des-Ollières,451,11,462
Saint-Jean-en-Val,354,3,357
Saint-Jean-Saint-Gervais,124,1,125
Saint-Julien-de-Coppel,1276,25,1301
Saint-Julien-la-Geneste,121,3,124
Saint-Julien-Puy-Lavèze,359,4,363
Saint-Just,157,1,158
Saint-Laure,653,5,658
Saint-Maigner,190,3,193
Saint-Martin-d'Ollières,150,7,157
Saint-Martin-des-Olmes,287,7,294
Saint-Martin-des-Plains,155,1,156
Saint-Maurice,869,8,877
Saint-Maurice-près-Pionsat,371,5,376
Saint-Myon,485,6,491
Saint-Nectaire,741,3,744
Saint-Ours,1670,23,1693
Saint-Pardoux,404,14,418
Saint-Pierre-Colamine,249,5,254
Saint-Pierre-la-Bourlhonne,128,3,131
Saint-Pierre-le-Chastel,434,9,443
Saint-Pierre-Roche,463,4,467
Saint-Priest-Bramefant,865,17,882
Saint-Priest-des-Champs,702,14,716
Saint-Quentin-sur-Sauxillanges,112,0,112
Saint-Quintin-sur-Sioule,381,12,393
Saint-Rémy-de-Blot,230,4,234
Saint-Rémy-de-Chargnat,572,9,581
Saint-Rémy-sur-Durolle,1741,28,1769
Saint-Romain,212,6,218
Saint-Sandoux,955,18,973
Saint-Saturnin,1172,96,1268
Saint-Sauves-d'Auvergne,1133,20,1153
Saint-Sauveur-la-Sagne,95,1,96
Saint-Sulpice,87,6,93
Saint-Sylvestre-Pragoulin,1085,19,1104
Saint-Victor-la-Rivière,247,6,253
Saint-Victor-Montvianeix,249,6,255
Saint-Vincent,411,10,421
Saint-Yvoine,595,11,606
Sainte-Agathe,180,2,182
Sainte-Catherine,52,2,54
Sainte-Christine,126,3,129
Sallèdes,588,13,601
Sardon,314,2,316
Saulzet-le-Froid,272,7,279
Sauret-Besserve,164,3,167
Saurier,270,2,272
Sauvagnat,129,2,131
Sauvagnat-Sainte-Marthe,481,9,490
Sauvessanges,527,6,533
La Sauvetat,720,8,728
Sauviat,542,10,552
Sauxillanges,1255,13,1268
Savennes,94,8,102
Sayat,2344,32,2376
Sermentizon,576,8,584
Servant,531,11,542
Seychalles,785,11,796
Singles,167,5,172
Solignat,497,9,506
Sugères,605,9,614
Surat,567,12,579
Tallende,1521,42,1563
Tauves,780,16,796
Teilhède,457,13,470
Teilhet,289,2,291
Ternant-les-Eaux,37,2,39
Thiers,11847,322,12169
Thiolières,161,1,162
Thuret,921,49,970
Tortebesse,69,3,72
La Tour-d'Auvergne,640,30,670
Tours-sur-Meymont,516,23,539
Tourzel-Ronzières,246,1,247
Tralaigues,78,0,78
Trémouille-Saint-Loup,147,4,151
Trézioux,476,6,482
Usson,286,2,288
Valbeleix,127,0,127
Valcivières,209,3,212
Valz-sous-Châteauneuf,51,2,53
Varennes-sur-Morge,404,7,411
Varennes-sur-Usson,285,4,289
Vassel,289,5,294
Vensat,505,4,509
Vergheas,62,1,63
Le Vernet-Sainte-Marguerite,298,6,304
Verneugheol,241,11,252
Vernines,420,28,448
Verrières,71,2,73
Vertaizon,3187,31,3218
Vertolaye,535,11,546
Veyre-Monton,3542,58,3600
Vic-le-Comte,5197,107,5304
Vichel,352,10,362
Villeneuve,161,0,161
Villeneuve-les-Cerfs,532,4,536
Villosanges,349,9,358
Vinzelles,351,4,355
Virlet,272,4,276
Viscomtat,530,9,539
Vitrac,349,12,361
Viverols,408,9,417
Vodable,196,3,199
Voingt,33,1,34
Vollore-Montagne,305,8,313
Vollore-Ville,743,14,757
Volvic,4487,69,4556
Youx,915,19,934
Yronde-et-Buron,648,18,666
Yssac-la-Tourette,384,7,391
Aast,181,7,188
Abère,162,1,163
Abidos,226,7,233
Abitain,102,1,103
Abos,542,14,556
Accous,461,13,474
Agnos,1019,25,1044
Ahaxe-Alciette-Bascassan,274,13,287
Ahetze,2158,41,2199
Aïcirits-Camou-Suhast,670,16,686
Aincille,112,6,118
Ainharp,141,1,142
Ainhice-Mongelos,173,0,173
Ainhoa,672,7,679
Aldudes,322,6,328
Alos-Sibas-Abense,319,6,325
Alçay-Alçabéhéty-Sunharette,226,7,233
Amendeuix-Oneix,448,9,457
Amorots-Succos,232,1,233
Ance Féas,612,15,627
Andoins,637,12,649
Andrein,131,1,132
Angaïs,889,23,912
Anglet,38929,1229,40158
Angous,102,0,102
Anhaux,387,10,397
Anos,192,3,195
Anoye,144,2,146
Aramits,669,16,685
Arancou,162,3,165
Araujuzon,194,8,202
Araux,142,1,143
Arbérats-Sillègue,257,7,264
Arbonne,2223,59,2282
Arbouet-Sussaute,322,3,325
Arbus,1205,22,1227
Arcangues,3160,80,3240
Aren,246,1,247
Aressy,712,10,722
Arette,1057,31,1088
Argagnon,702,23,725
Argelos,282,4,286
Arget,78,1,79
Arhansus,74,1,75
Armendarits,405,4,409
Arnéguy,238,3,241
Arnos,113,1,114
Aroue-Ithorots-Olhaïby,240,8,248
Arrast-Larrebieu,95,3,98
Arraute-Charritte,385,6,391
Arricau-Bordes,108,0,108
Arrien,185,3,188
Arros-de-Nay,783,22,805
Arrosès,139,2,141
Arthez-d'Asson,491,10,501
Arthez-de-Béarn,1862,43,1905
Artigueloutan,1090,29,1119
Artiguelouve,1621,45,1666
Artix,3428,60,3488
Arudy,2229,46,2275
Arzacq-Arraziguet,1089,22,1111
Asasp-Arros,461,9,470
Ascain,4194,111,4305
Ascarat,321,9,330
Assat,1828,42,1870
Asson,2031,51,2082
Aste-Béon,237,6,243
Astis,306,1,307
Athos-Aspis,211,5,216
Aubertin,656,14,670
Aubin,239,5,244
Aubous,48,0,48
Audaux,164,73,237
Auga,153,3,156
Auriac,238,6,244
Aurions-Idernes,104,3,107
Aussevielle,785,24,809
Aussurucq,245,2,247
Auterrive,130,1,131
Autevielle-Saint-Martin-Bideren,205,3,208
Aydie,140,2,142
Aydius,114,1,115
Ayherre,1042,27,1069
Baigts-de-Béarn,876,22,898
Balansun,287,7,294
Baleix,143,0,143
Baliracq-Maumusson,122,1,123
Baliros,475,5,480
Banca,346,7,353
Barcus,642,6,648
Bardos,1828,50,1878
Barinque,606,12,618
Barraute-Camu,174,1,175
Barzun,591,7,598
Bassillon-Vauzé,66,2,68
Bassussarry,3126,93,3219
Bastanès,99,4,103
La Bastide-Clairence,979,34,1013
Baudreix,611,117,728
Bayonne,51228,1170,52398
Bédeille,207,3,210
Bedous,597,15,612
Béguios,252,11,263
Béhasque-Lapiste,507,9,516
Béhorléguy,74,3,77
Bellocq,906,12,918
Bénéjacq,1942,44,1986
Bentayou-Sérée,109,1,110
Béost,217,3,220
Bérenx,435,4,439
Bergouey-Viellenave,116,2,118
Bernadets,577,9,586
Berrogain-Laruns,161,69,230
Bescat,255,5,260
Bésingrand,141,5,146
Bétracq,51,0,51
Beuste,637,20,657
Beyrie-en-Béarn,193,2,195
Beyrie-sur-Joyeuse,510,11,521
Biarritz,25404,704,26108
Bidache,1370,35,1405
Bidarray,677,15,692
Bidart,6811,134,6945
Bidos,1133,28,1161
Bielle,390,17,407
Bilhères,160,4,164
Billère,12804,229,13033
Biriatou,1222,21,1243
Biron,679,9,688
Bizanos,4626,126,4752
Boeil-Bezing,1287,25,1312
Bonloc,366,6,372
Bonnut,774,13,787
Borce,134,5,139
Bordères,646,19,665
Bordes,2884,40,2924
Bosdarros,1013,28,1041
Boucau,8350,149,8499
Boueilh-Boueilho-Lasque,348,8,356
Bougarber,852,27,879
Bouillon,157,5,162
Boumourt,158,2,160
Bourdettes,515,8,523
Bournos,331,4,335
Briscous,2806,44,2850
Bruges-Capbis-Mifaget,887,22,909
Bugnein,238,6,244
Bunus,127,0,127
Burgaronne,99,4,103
Buros,1883,52,1935
Burosse-Mendousse,66,1,67
Bussunarits-Sarrasquette,205,1,206
Bustince-Iriberry,96,1,97
Buziet,484,14,498
Buzy,974,22,996
Cabidos,180,7,187
Cadillon,110,4,114
Cambo-les-Bains,6551,109,6660
Came,978,19,997
Camou-Cihigue,101,4,105
Cardesse,296,1,297
Caro,204,5,209
Carrère,216,5,221
Carresse-Cassaber,676,10,686
Castagnède,207,2,209
Casteide-Cami,241,2,243
Casteide-Candau,290,3,293
Casteide-Doat,159,1,160
Castéra-Loubix,52,1,53
Castet,157,4,161
Castetbon,181,8,189
Castétis,618,25,643
Castetnau-Camblong,457,15,472
Castetner,134,6,140
Castetpugon,217,3,220
Castillon (Canton d'Arthez-de-Béarn),315,4,319
Castillon (Canton de Lembeye),69,1,70
Caubios-Loos,563,17,580
Cescau,598,17,615
Cette-Eygun,68,1,69
Charre,213,3,216
Charritte-de-Bas,268,9,277
Chéraute,1089,154,1243
Ciboure,6251,179,6430
Claracq,227,3,230
Coarraze,2176,141,2317
Conchez-de-Béarn,120,1,121
Corbère-Abères,108,2,110
Coslédaà-Lube-Boast,392,1,393
Coublucq,102,2,104
Crouseilles,125,0,125
Cuqueron,189,5,194
Denguin,1747,40,1787
Diusse,143,4,147
Doazon,186,3,189
Dognen,220,9,229
Domezain-Berraute,505,27,532
Doumy,305,7,312
Eaux-Bonnes,243,4,247
Escos,236,4,240
Escot,127,1,128
Escou,414,15,429
Escoubès,411,8,419
Escout,438,8,446
Escurès,148,1,149
Eslourenties-Daban,332,4,336
Espéchède,142,2,144
Espelette,2024,49,2073
Espès-Undurein,495,17,512
Espiute,108,3,111
Espoey,1169,45,1214
Esquiule,537,12,549
Estérençuby,345,1,346
Estialescq,267,6,273
Estos,526,15,541
Etcharry,130,19,149
Etchebar,73,1,74
Etsaut,69,2,71
Eysus,645,17,662
Fichous-Riumayou,179,1,180
Gabaston,662,13,675
Gabat,256,2,258
Gamarthe,126,5,131
Gan,5510,105,5615
Garindein,500,9,509
Garlède-Mondebat,222,2,224
Garlin,1387,24,1411
Garos,257,9,266
Garris,282,8,290
Gayon,55,1,56
Gelos,3543,169,3712
Ger,1899,48,1947
Gerderest,137,1,138
Gère-Bélesten,190,7,197
Géronce,455,7,462
Gestas,70,0,70
Géus-d'Arzacq,200,2,202
Geüs-d'Oloron,252,9,261
Goès,624,17,641
Gomer,314,7,321
Gotein-Libarrenx,477,17,494
Guéthary,1320,36,1356
Guiche,970,31,1001
Guinarthe-Parenties,224,8,232
Gurmençon,884,27,911
Gurs,419,10,429
Hagetaubin,578,18,596
Halsou,595,5,600
Hasparren,6879,273,7152
Haut-de-Bosdarros,335,1,336
Haux,82,1,83
Hélette,717,11,728
Hendaye,16484,397,16881
Herrère,387,2,389
Higuères-Souye,274,9,283
L' Hôpital-d'Orion,138,3,141
L' Hôpital-Saint-Blaise,69,2,71
Hosta,80,0,80
Hours,268,3,271
Ibarrolle,82,1,83
Idaux-Mendy,270,4,274
Idron,4846,157,5003
Igon,968,59,1027
Iholdy,549,8,557
Ilharre,152,1,153
Irissarry,886,13,899
Irouléguy,363,3,366
Ispoure,673,13,686
Issor,236,6,242
Isturits,518,12,530
Itxassou,2133,64,2197
Izeste,425,3,428
Jasses,138,4,142
Jatxou,1154,29,1183
Jaxu,202,0,202
Jurançon,7094,247,7341
Juxue,209,6,215
Laà-Mondrans,429,13,442
Laàs,136,3,139
Labastide-Cézéracq,555,8,563
Labastide-Monréjeau,589,17,606
Labastide-Villefranche,335,4,339
Labatmale,254,2,256
Labatut,175,2,177
Labets-Biscay,160,3,163
Labeyrie,123,5,128
Lacadée,155,4,159
Lacarre,174,4,178
Lacarry-Arhan-Charritte-de-Haut,130,0,130
Lacommande,214,4,218
Lacq,732,11,743
Lagor,1194,20,1214
Lagos,468,12,480
Laguinge-Restoue,158,8,166
Lahonce,2418,53,2471
Lahontan,514,10,524
Lahourcade,698,21,719
Lalongue,212,3,215
Lalonquette,274,5,279
Lamayou,201,5,206
Lanne-en-Barétous,494,6,500
Lannecaube,159,2,161
Lanneplaà,306,6,312
Lantabat,284,5,289
Larceveau-Arros-Cibits,413,3,416
Laroin,1076,26,1102
Larrau,197,4,201
Larressore,2053,30,2083
Larreule,183,5,188
Larribar-Sorhapuru,188,0,188
Laruns,1194,23,1217
Lasclaveries,244,5,249
Lasse,333,6,339
Lasserre,89,5,94
Lasseube,1736,41,1777
Lasseubetat,207,4,211
Lay-Lamidou,118,4,122
Lecumberry,172,4,176
Ledeuix,1032,29,1061
Lée,1270,58,1328
Lées-Athas,265,12,277
Lembeye,773,16,789
Lème,166,1,167
Léren,220,3,223
Lescar,9804,421,10225
Lescun,172,1,173
Lespielle,155,3,158
Lespourcy,192,6,198
Lestelle-Bétharram,831,81,912
Lichans-Sunhar,81,1,82
Lichos,135,1,136
Licq-Athérey,207,6,213
Limendous,706,8,714
Livron,405,16,421
Lohitzun-Oyhercq,203,1,204
Lombia,207,1,208
Lons,13374,249,13623
Lonçon,199,3,202
Loubieng,516,5,521
Louhossoa,887,18,905
Lourdios-Ichère,141,9,150
Lourenties,362,4,366
Louvie-Juzon,1058,29,1087
Louvie-Soubiron,119,1,120
Louvigny,140,2,142
Luc-Armau,113,0,113
Lucarré,59,0,59
Lucgarier,251,1,252
Lucq-de-Béarn,934,20,954
Lurbe-Saint-Christau,195,6,201
Lussagnet-Lusson,172,6,178
Luxe-Sumberraute,404,24,428
Lys,334,4,338
Macaye,587,10,597
Malaussanne,428,7,435
Mascaraàs-Haron,127,0,127
Maslacq,890,23,913
Masparraute,234,7,241
Maspie-Lalonquère-Juillacq,261,4,265
Maucor,534,15,549
Mauléon-Licharre,2954,231,3185
Maure,104,1,105
Mazères-Lezons,1833,44,1877
Mazerolles,1115,18,1133
Méharin,273,4,277
Meillon,916,16,932
Mendionde,844,24,868
Menditte,200,129,329
Mendive,164,4,168
Méracq,229,5,234
Méritein,288,9,297
Mesplède,365,13,378
Mialos,126,0,126
Miossens-Lanusse,267,2,269
Mirepeix,1278,37,1315
Momas,577,12,589
Momy,127,1,128
Monassut-Audiracq,359,3,362
Moncaup,156,12,168
Moncayolle-Larrory-Mendibieu,314,7,321
Moncla,91,2,93
Monein,4438,107,4545
Monpezat,83,1,84
Monségur,129,0,129
Mont,1124,93,1217
Mont-Disse,72,4,76
Montagut,116,2,118
Montaner,432,8,440
Montardon,2300,278,2578
Montaut,1110,46,1156
Montfort,181,3,184
Montory,306,13,319
Morlaàs,4282,256,4538
Morlanne,591,15,606
Mouguerre,5108,140,5248
Mouhous,57,0,57
Moumour,841,22,863
Mourenx,6485,175,6660
Musculdy,236,3,239
Nabas,107,2,109
Narcastet,754,12,766
Narp,113,2,115
Navailles-Angos,1521,22,1543
Navarrenx,1051,14,1065
Nay,3288,236,3524
Noguères,140,3,143
Nousty,1608,30,1638
Ogenne-Camptort,245,6,251
Ogeu-les-Bains,1289,29,1318
Oloron-Sainte-Marie,10684,621,11305
Oraàs,176,3,179
Ordiarp,527,5,532
Orègue,485,9,494
Orin,241,9,250
Orion,144,9,153
Orriule,132,2,134
Orsanco,110,4,114
Orthez,10449,657,11106
Os-Marsillon,533,9,542
Ossas-Suhare,84,2,86
Osse-en-Aspe,325,15,340
Ossenx,52,1,53
Osserain-Rivareyte,212,9,221
Ossès,835,23,858
Ostabat-Asme,194,2,196
Ouillon,552,13,565
Ousse,1661,50,1711
Ozenx-Montestrucq,382,17,399
Pagolle,261,5,266
Parbayse,319,10,329
Pardies,849,22,871
Pardies-Piétat,448,11,459
Pau,77130,1405,78535
Peyrelongue-Abos,150,2,152
Piets-Plasence-Moustrou,139,1,140
Poey-d'Oloron,166,4,170
Poey-de-Lescar,1655,46,1701
Pomps,290,6,296
Ponson-Debat-Pouts,95,3,98
Ponson-Dessus,258,7,265
Pontacq,2936,45,2981
Pontiacq-Viellepinte,184,2,186
Portet,169,3,172
Pouliacq,54,3,57
Poursiugues-Boucoue,190,4,194
Préchacq-Josbaig,293,7,300
Préchacq-Navarrenx,165,2,167
Précilhon,401,9,410
Puyoô,1133,16,1149
Ramous,495,6,501
Rébénacq,682,11,693
Ribarrouy,83,1,84
Riupeyrous,214,3,217
Rivehaute,262,18,280
Rontignon,833,16,849
Roquiague,119,2,121
Saint-Abit,317,8,325
Saint-Armou,636,22,658
Saint-Boès,367,12,379
Saint-Castin,888,18,906
Saint-Dos,160,1,161
Saint-Esteben,411,6,417
Saint-Étienne-de-Baïgorry,1477,39,1516
Saint-Faust,746,26,772
Saint-Girons-en-Béarn,157,4,161
Saint-Gladie-Arrive-Munein,200,4,204
Saint-Goin,230,4,234
Saint-Jammes,628,8,636
Saint-Jean-de-Luz,14093,454,14547
Saint-Jean-le-Vieux,849,17,866
Saint-Jean-Pied-de-Port,1587,263,1850
Saint-Jean-Poudge,73,0,73
Saint-Just-Ibarre,223,5,228
Saint-Laurent-Bretagne,434,12,446
Saint-Martin-d'Arberoue,315,10,325
Saint-Martin-d'Arrossa,537,15,552
Saint-Médard,211,4,215
Saint-Michel,295,3,298
Saint-Palais,1838,68,1906
Saint-Pé-de-Léren,258,6,264
Saint-Pée-sur-Nivelle,6849,150,6999
Saint-Pierre-d'Irube,4844,106,4950
Saint-Vincent,398,10,408
Sainte-Colome,356,4,360
Sainte-Engrâce,193,3,196
Salies-de-Béarn,4638,132,4770
Salles-Mongiscard,308,5,313
Sallespisse,577,8,585
Sames,699,6,705
Samsons-Lion,88,1,89
Sare,2651,27,2678
Sarpourenx,338,6,344
Sarrance,165,4,169
Saubole,137,3,140
Saucède,126,2,128
Sauguis-Saint-Étienne,165,5,170
Sault-de-Navailles,898,16,914
Sauvagnon,3313,96,3409
Sauvelade,271,4,275
Sauveterre-de-Béarn,1375,105,1480
Séby,195,7,202
Sedze-Maubecq,275,5,280
Sedzère,390,3,393
Séméacq-Blachon,167,8,175
Sendets,1007,20,1027
Serres-Castet,4261,116,4377
Serres-Morlaàs,783,31,814
Serres-Sainte-Marie,562,17,579
Sévignacq,749,14,763
Sévignacq-Meyracq,538,15,553
Simacourbe,404,2,406
Siros,752,14,766
Soumoulou,1584,23,1607
Souraïde,1400,27,1427
Suhescun,173,8,181
Sus,375,11,386
Susmiou,357,7,364
Tabaille-Usquain,44,2,46
Tadousse-Ussau,67,0,67
Tardets-Sorholus,541,11,552
Taron-Sadirac-Viellenave,192,0,192
Tarsacq,521,6,527
Thèze,836,16,852
Trois-Villes,131,3,134
Uhart-Cize,806,16,822
Uhart-Mixe,210,5,215
Urcuit,2492,62,2554
Urdès,305,3,308
Urdos,64,2,66
Urepel,284,7,291
Urost,76,2,78
Urrugne,10317,191,10508
Urt,2301,34,2335
Ustaritz,6822,266,7088
Uzan,176,4,180
Uzein,1232,23,1255
Uzos,742,29,771
Verdets,270,4,274
Vialer,188,3,191
Viellenave-d'Arthez,205,3,208
Viellenave-de-Navarrenx,161,3,164
Vielleségure,375,10,385
Vignes,441,21,462
Villefranque,2671,73,2744
Viodos-Abense-de-Bas,712,20,732
Viven,187,0,187
Adast,292,7,299
Adé,802,10,812
Adervielle-Pouchergues,132,1,133
Agos-Vidalos,416,10,426
Allier,411,10,421
Ancizan,271,7,278
Andrest,1396,28,1424
Anères,174,3,177
Les Angles,126,3,129
Angos,223,4,227
Anla,91,2,93
Ansost,57,2,59
Antichan,35,0,35
Antin,106,7,113
Antist,181,3,184
Aragnouet,248,2,250
Arbéost,85,1,86
Arcizac-Adour,534,11,545
Arcizac-ez-Angles,259,5,264
Arcizans-Avant,394,15,409
Arcizans-Dessus,125,1,126
Ardengost,13,0,13
Argelès-Bagnères,110,3,113
Argelès-Gazost,2901,169,3070
Aries-Espénan,71,0,71
Arné,213,5,218
Arras-en-Lavedan,489,11,500
Arrayou-Lahitte,107,0,107
Arreau,773,26,799
Arrens-Marsous,727,10,737
Arrodets,20,0,20
Arrodets-ez-Angles,110,2,112
Artagnan,512,12,524
Artalens-Souin,133,3,136
Artiguemy,92,1,93
Artigues,16,1,17
Aspin-Aure,45,0,45
Aspin-en-Lavedan,334,3,337
Asque,118,7,125
Asté,559,11,570
Astugue,258,9,267
Aubarède,297,6,303
Aucun,237,9,246
Aulon,84,5,89
Aureilhan,7745,222,7967
Aurensan,789,10,799
Auriébat,246,3,249
Avajan,78,1,79
Aventignan,205,7,212
Averan,68,0,68
Aveux,41,1,42
Avezac-Prat-Lahitte,602,8,610
Ayros-Arbouix,314,3,317
Ayzac-Ost,450,13,463
Azereix,986,16,1002
Azet,148,2,150
Bagnères-de-Bigorre,7253,263,7516
Banios,53,3,56
Barbachen,53,0,53
Barbazan-Debat,3463,75,3538
Barbazan-Dessus,165,3,168
Barèges,163,5,168
Bareilles,47,0,47
Barlest,290,8,298
Barrancoueu,33,0,33
Barry,125,9,134
Barthe,18,1,19
La Barthe-de-Neste,1227,30,1257
Bartrès,514,17,531
Batsère,36,0,36
Bazet,1748,15,1763
Bazillac,347,4,351
Bazordan,113,1,114
